pizza_id,order_id,pizza_name_id,quantity,order_date,order_time,unit_price,total_price,pizza_size,pizza_category,pizza_ingredients,pizza_name,city,city_code,population,estimated,percent,latitude
10301,30301,501,1,2024-10-14,10:43 PM,19.6,19.6,Medium,Seafood,"Ham, Pineapple",Meat Lovers,San Jose,CA,1035000,1094225.0,41.9,37.0724
10302,30302,502,3,2024-10-25,08:53 PM,14.93,44.79,Small,Gourmet,"Goat Cheese, Arugula",Shrimp Pizza,Dallas,TX,1340000,1216379.0,69.0,16.4922
10303,30303,503,1,2024-10-08,09:52 AM,28.04,28.04,Small,Seafood,"BBQ Chicken, Cheese",Hawaiian,Dallas,TX,1340000,1325882.0,47.2,75.6291
10304,30304,504,3,2024-10-14,10:46 AM,10.75,32.25,Medium,Gourmet,"BBQ Chicken, Cheese",Veggie Deluxe,Philadelphia,PA,1584200,1698840.0,68.0,10.0548
10305,30305,505,1,2024-10-24,11:49 AM,16.11,16.11,Medium,Vegetarian,"Tomato, Basil, Mozzarella",Pepperoni,Dallas,TX,1340000,1522534.0,63.4,-45.951
10306,30306,506,4,2024-10-04,09:34 PM,23.65,94.6,Small,Vegetarian,"Goat Cheese, Arugula",Hawaiian,San Antonio,TX,1547000,1503687.0,62.8,3.4633
10307,30307,507,5,2024-10-21,06:40 PM,21.55,107.75,Large,Gourmet,"Spinach, Feta",Spinach & Feta,Houston,TX,2328000,2095792.0,48.7,86.9446
10308,30308,508,2,2024-10-27,02:03 AM,23.5,47.0,Medium,Gourmet,"Peppers, Onions, Mushrooms",Pepperoni,Chicago,IL,2716000,3034560.0,64.5,63.514
10309,30309,509,5,2024-10-23,11:29 AM,19.63,98.15,Medium,Meat,"Tomato, Mozzarella, Basil",Pesto Veggie,Chicago,IL,2716000,3027539.0,68.6,-42.5296
10310,30310,500,3,2024-10-06,01:14 AM,11.17,33.51,Large,Vegetarian,"Ham, Pineapple",Pepperoni,Houston,TX,2328000,2468821.0,50.3,-67.3915
10311,30311,501,3,2024-10-18,01:01 PM,27.17,81.51,Medium,Vegetarian,"Shrimp, Garlic, Mozzarella",Pesto Veggie,New York,NY,8419600,8414470.0,52.0,-2.9542
10312,30312,502,4,2024-10-06,11:39 AM,17.49,69.96,Small,Vegetarian,"Tomato, Basil, Mozzarella",Spinach & Feta,Philadelphia,PA,1584200,1746781.0,65.3,-57.9227
10313,30313,503,3,2024-10-14,02:44 AM,22.26,66.78,Large,Meat,"Sausage, Pepperoni, Cheese",Spinach & Feta,San Antonio,TX,1547000,1555882.0,67.7,-87.4661
10314,30314,504,2,2024-10-17,10:14 AM,25.48,50.96,Small,Meat,"Shrimp, Garlic, Mozzarella",Veggie Deluxe,Phoenix,AZ,1686000,1945879.0,48.6,58.926
10315,30315,505,5,2024-10-27,07:52 AM,11.32,56.6,Small,Seafood,"Goat Cheese, Arugula",Spinach & Feta,Phoenix,AZ,1686000,1802108.0,44.5,53.429
10316,30316,506,5,2024-10-12,03:08 AM,25.34,126.7,Large,Meat,"BBQ Chicken, Cheese",Pesto Veggie,Chicago,IL,2716000,2864984.0,60.9,4.1492
10317,30317,507,3,2024-10-17,05:46 PM,22.76,68.28,Small,Seafood,"Tomato, Basil, Mozzarella",BBQ Chicken,Dallas,TX,1340000,1606575.0,67.6,-86.6663
10318,30318,508,3,2024-10-18,11:15 AM,29.64,88.92,Small,Meat,"BBQ Chicken, Cheese",Hawaiian,Los Angeles,CA,3980400,4238513.0,67.3,88.9454
10319,30319,509,5,2024-10-03,07:24 PM,22.8,114.0,Small,Meat,"Sausage, Pepperoni, Cheese",Pesto Veggie,Chicago,IL,2716000,2374291.0,45.8,38.8928
10320,30320,500,3,2024-10-16,01:58 AM,13.85,41.55,Small,Vegetarian,"Tomato, Basil, Mozzarella",Meat Lovers,Philadelphia,PA,1584200,1393844.0,53.1,57.3786
10321,30321,501,5,2024-10-14,02:47 AM,12.88,64.4,Large,Seafood,"Ham, Pineapple",Meat Lovers,Los Angeles,CA,3980400,3305623.0,55.6,20.4982
10322,30322,502,2,2024-10-14,09:38 AM,25.01,50.02,Large,Meat,"Pepperoni, Cheese",Pesto Veggie,Los Angeles,CA,3980400,3423257.0,63.8,75.1931
10323,30323,503,2,2024-10-13,01:32 AM,11.14,22.28,Medium,Vegetarian,"BBQ Chicken, Cheese",Margherita,Philadelphia,PA,1584200,1606481.0,46.9,-35.8418
10324,30324,504,2,2024-10-20,04:38 AM,21.58,43.16,Small,Vegetarian,"Goat Cheese, Arugula",Caprese,San Jose,CA,1035000,1059274.0,63.2,-47.3108
10325,30325,505,1,2024-10-08,04:30 PM,24.19,24.19,Large,Gourmet,"Shrimp, Garlic, Mozzarella",Pepperoni,San Antonio,TX,1547000,1780683.0,62.9,28.7165
10326,30326,506,5,2024-10-14,04:56 AM,24.04,120.2,Medium,Meat,"Pepperoni, Cheese",Pesto Veggie,Los Angeles,CA,3980400,4258459.0,68.2,46.7346
10327,30327,507,4,2024-10-19,10:42 PM,14.94,59.76,Small,Seafood,"Tomato, Basil, Mozzarella",BBQ Chicken,Dallas,TX,1340000,1578422.0,51.6,-61.848
10328,30328,508,1,2024-10-11,11:18 AM,13.09,13.09,Large,Vegetarian,"Spinach, Feta",Spinach & Feta,Houston,TX,2328000,2228952.0,55.9,72.5198
10329,30329,509,3,2024-10-23,01:06 AM,10.45,31.35,Medium,Seafood,"Tomato, Basil, Mozzarella",Caprese,Phoenix,AZ,1686000,1956296.0,48.7,-58.3891
10330,30330,500,5,2024-10-20,10:09 PM,17.02,85.1,Small,Seafood,"Spinach, Feta",Spinach & Feta,San Antonio,TX,1547000,1627145.0,51.7,44.8215
10331,30331,501,2,2024-10-30,08:58 AM,22.28,44.56,Large,Seafood,"Goat Cheese, Arugula",Spinach & Feta,San Diego,CA,1426000,1621777.0,55.2,85.8117
10332,30332,502,2,2024-10-27,11:36 PM,27.67,55.34,Large,Gourmet,"Sausage, Pepperoni, Cheese",Caprese,Houston,TX,2328000,2189545.0,63.1,33.8666
10333,30333,503,4,2024-10-24,11:30 PM,21.52,86.08,Medium,Vegetarian,"Tomato, Basil, Mozzarella",Meat Lovers,San Jose,CA,1035000,983168.0,43.7,34.7251
10334,30334,504,3,2024-10-20,10:12 AM,12.54,37.62,Medium,Seafood,"Goat Cheese, Arugula",Shrimp Pizza,Chicago,IL,2716000,2351353.0,41.6,77.0156
10335,30335,505,4,2024-10-27,05:44 PM,18.03,72.12,Large,Seafood,"Sausage, Pepperoni, Cheese",Pepperoni,Houston,TX,2328000,2600781.0,68.9,-28.2293
10336,30336,506,3,2024-11-02,12:43 AM,24.19,72.57,Small,Meat,"Ham, Pineapple",BBQ Chicken,Dallas,TX,1340000,1591611.0,42.4,-4.2008
10337,30337,507,5,2024-10-12,09:04 AM,20.58,102.9,Small,Meat,"Goat Cheese, Arugula",Veggie Deluxe,Los Angeles,CA,3980400,4656744.0,68.0,82.9011
10338,30338,508,3,2024-10-11,02:24 PM,12.72,38.16,Small,Vegetarian,"Pepperoni, Cheese",Veggie Deluxe,Phoenix,AZ,1686000,1641469.0,44.4,39.4188
10339,30339,509,3,2024-10-06,04:58 PM,29.0,87.0,Large,Vegetarian,"Tomato, Mozzarella, Basil",Pesto Veggie,Dallas,TX,1340000,1437339.0,59.1,-67.0056
10340,30340,500,1,2024-10-03,06:03 PM,12.54,12.54,Large,Meat,"Ham, Pineapple",Pepperoni,San Jose,CA,1035000,1112651.0,59.3,61.2815
10341,30341,501,2,2024-10-28,09:10 PM,19.07,38.14,Large,Seafood,"Goat Cheese, Arugula",Caprese,Los Angeles,CA,3980400,3824913.0,68.8,9.2335
10342,30342,502,2,2024-10-17,08:27 AM,18.26,36.52,Medium,Meat,"Sausage, Pepperoni, Cheese",Shrimp Pizza,Houston,TX,2328000,1965072.0,49.6,17.1599
10343,30343,503,5,2024-10-16,03:08 AM,24.78,123.9,Large,Vegetarian,"Peppers, Onions, Mushrooms",Margherita,New York,NY,8419600,8331485.0,66.1,8.8626
10344,30344,504,5,2024-10-15,11:45 PM,23.49,117.45,Small,Gourmet,"Tomato, Basil, Mozzarella",Caprese,Dallas,TX,1340000,1460666.0,43.6,-82.8323
10345,30345,505,4,2024-10-14,04:13 AM,11.23,44.92,Small,Vegetarian,"Spinach, Feta",Pesto Veggie,Phoenix,AZ,1686000,1580627.0,68.0,81.3009
10346,30346,506,1,2024-10-31,05:55 PM,12.89,12.89,Small,Gourmet,"Ham, Pineapple",Pesto Veggie,Houston,TX,2328000,2208900.0,68.8,-79.2633
10347,30347,507,2,2024-10-26,03:14 PM,10.9,21.8,Small,Vegetarian,"Peppers, Onions, Mushrooms",Pesto Veggie,Los Angeles,CA,3980400,3917341.0,47.1,-23.1789
10348,30348,508,2,2024-10-17,04:42 AM,11.54,23.08,Large,Vegetarian,"Sausage, Pepperoni, Cheese",Pepperoni,San Antonio,TX,1547000,1610256.0,55.0,74.1465
10349,30349,509,4,2024-10-13,07:25 AM,28.8,115.2,Small,Vegetarian,"Goat Cheese, Arugula",Margherita,Philadelphia,PA,1584200,1592672.0,61.8,-35.1332
10350,30350,500,2,2024-10-04,04:34 PM,21.27,42.54,Small,Meat,"Shrimp, Garlic, Mozzarella",Meat Lovers,Houston,TX,2328000,2410041.0,61.1,1.9694
10351,30351,501,4,2024-10-05,12:37 PM,15.68,62.72,Small,Meat,"Sausage, Pepperoni, Cheese",Shrimp Pizza,New York,NY,8419600,6897534.0,68.1,84.793
10352,30352,502,4,2024-10-25,01:25 AM,29.79,119.16,Small,Vegetarian,"Tomato, Basil, Mozzarella",Spinach & Feta,Dallas,TX,1340000,1582835.0,62.1,-75.9196
10353,30353,503,4,2024-10-18,03:27 PM,10.14,40.56,Large,Meat,"Shrimp, Garlic, Mozzarella",Shrimp Pizza,Phoenix,AZ,1686000,1758401.0,47.0,6.9428
10354,30354,504,5,2024-10-15,08:43 PM,10.8,54.0,Small,Seafood,"Sausage, Pepperoni, Cheese",Hawaiian,New York,NY,8419600,8970401.0,64.4,48.199
10355,30355,505,5,2024-10-22,10:10 PM,10.27,51.35,Large,Seafood,"Tomato, Mozzarella, Basil",Veggie Deluxe,Dallas,TX,1340000,1086884.0,64.9,-18.2391
10356,30356,506,1,2024-10-26,10:11 AM,10.75,10.75,Large,Gourmet,"Goat Cheese, Arugula",Margherita,Houston,TX,2328000,2288025.0,46.5,39.9438
10357,30357,507,5,2024-10-19,03:59 AM,18.04,90.2,Medium,Seafood,"Sausage, Pepperoni, Cheese",Pesto Veggie,San Antonio,TX,1547000,1439519.0,50.9,22.7934
10358,30358,508,2,2024-10-12,11:46 AM,25.83,51.66,Medium,Vegetarian,"BBQ Chicken, Cheese",Margherita,New York,NY,8419600,8444999.0,61.2,-0.2956
10359,30359,509,5,2024-10-03,01:23 PM,19.61,98.05,Large,Vegetarian,"Pepperoni, Cheese",Pepperoni,Los Angeles,CA,3980400,4352038.0,49.8,8.789
10360,30360,500,4,2024-10-14,11:13 AM,19.42,77.68,Large,Seafood,"Ham, Pineapple",Veggie Deluxe,Los Angeles,CA,3980400,4385453.0,60.6,-26.9096
10361,30361,501,3,2024-10-11,09:58 AM,28.02,84.06,Large,Meat,"Ham, Pineapple",Veggie Deluxe,New York,NY,8419600,7452821.0,50.3,87.2049
10362,30362,502,1,2024-10-08,11:20 AM,12.09,12.09,Small,Meat,"BBQ Chicken, Cheese",Spinach & Feta,San Diego,CA,1426000,1163899.0,51.3,39.592
10363,30363,503,5,2024-10-15,02:16 AM,12.74,63.7,Large,Meat,"Ham, Pineapple",Meat Lovers,Philadelphia,PA,1584200,1884759.0,63.0,87.923
10364,30364,504,1,2024-10-23,10:24 PM,12.22,12.22,Small,Gourmet,"BBQ Chicken, Cheese",BBQ Chicken,Phoenix,AZ,1686000,1537686.0,50.9,37.7043
10365,30365,505,2,2024-10-05,11:22 AM,20.25,40.5,Medium,Seafood,"Sausage, Pepperoni, Cheese",Veggie Deluxe,Philadelphia,PA,1584200,1671889.0,64.4,67.4948
10366,30366,506,4,2024-10-18,08:48 PM,12.74,50.96,Large,Seafood,"Pepperoni, Cheese",BBQ Chicken,Phoenix,AZ,1686000,1888826.0,63.9,-44.2928
10367,30367,507,5,2024-10-31,04:51 AM,21.09,105.45,Small,Meat,"Shrimp, Garlic, Mozzarella",Pesto Veggie,San Antonio,TX,1547000,1415932.0,42.5,84.4503
10368,30368,508,5,2024-10-09,05:28 PM,17.09,85.45,Small,Vegetarian,"Shrimp, Garlic, Mozzarella",Pesto Veggie,Dallas,TX,1340000,1185128.0,65.1,-19.9859
10369,30369,509,2,2024-10-28,03:10 PM,24.35,48.7,Small,Meat,"Pepperoni, Cheese",Caprese,Los Angeles,CA,3980400,3722361.0,55.1,42.2694
10370,30370,500,4,2024-10-17,03:33 AM,21.56,86.24,Large,Seafood,"Spinach, Feta",Caprese,San Jose,CA,1035000,1148997.0,58.7,-74.8443
10371,30371,501,1,2024-10-11,11:20 AM,23.28,23.28,Large,Seafood,"Spinach, Feta",Meat Lovers,San Jose,CA,1035000,1202567.0,47.9,-48.3258
10372,30372,502,5,2024-10-22,01:43 AM,11.25,56.25,Small,Meat,"BBQ Chicken, Cheese",Meat Lovers,Los Angeles,CA,3980400,4231930.0,63.5,5.1455
10373,30373,503,1,2024-10-25,05:40 AM,10.22,10.22,Small,Seafood,"Tomato, Mozzarella, Basil",Caprese,Chicago,IL,2716000,2581642.0,52.5,-73.8994
10374,30374,504,3,2024-10-24,10:25 PM,21.49,64.47,Medium,Vegetarian,"Ham, Pineapple",Margherita,San Antonio,TX,1547000,1495798.0,66.1,-64.3694
10375,30375,505,2,2024-10-06,08:05 AM,18.19,36.38,Small,Gourmet,"Tomato, Basil, Mozzarella",Pepperoni,Houston,TX,2328000,2616695.0,60.2,89.1913
10376,30376,506,4,2024-10-10,03:47 PM,24.08,96.32,Large,Gourmet,"Sausage, Pepperoni, Cheese",Veggie Deluxe,Houston,TX,2328000,2557528.0,45.7,64.1652
10377,30377,507,3,2024-11-01,03:01 PM,29.18,87.54,Small,Gourmet,"Shrimp, Garlic, Mozzarella",BBQ Chicken,San Jose,CA,1035000,1162832.0,52.8,35.1043
10378,30378,508,4,2024-10-19,11:29 PM,22.72,90.88,Small,Vegetarian,"Sausage, Pepperoni, Cheese",BBQ Chicken,San Antonio,TX,1547000,1478718.0,46.0,77.1591
10379,30379,509,1,2024-10-26,11:51 AM,16.69,16.69,Large,Seafood,"Shrimp, Garlic, Mozzarella",Spinach & Feta,San Jose,CA,1035000,876195.0,56.8,80.3488
10380,30380,500,1,2024-10-10,08:04 PM,17.93,17.93,Small,Meat,"Shrimp, Garlic, Mozzarella",Spinach & Feta,Los Angeles,CA,3980400,4251173.0,62.9,84.3351
10381,30381,501,2,2024-10-26,07:59 PM,19.61,39.22,Small,Vegetarian,"Ham, Pineapple",Meat Lovers,San Jose,CA,1035000,1053734.0,42.2,-21.4072
10382,30382,502,4,2024-10-04,08:16 PM,16.68,66.72,Small,Gourmet,"Goat Cheese, Arugula",BBQ Chicken,San Jose,CA,1035000,978113.0,49.7,66.7614
10383,30383,503,3,2024-10-26,02:49 PM,18.39,55.17,Small,Vegetarian,"Goat Cheese, Arugula",Meat Lovers,Chicago,IL,2716000,3205950.0,44.2,17.7401
10384,30384,504,5,2024-10-21,05:52 AM,22.03,110.15,Medium,Vegetarian,"Sausage, Pepperoni, Cheese",Hawaiian,Chicago,IL,2716000,2840764.0,42.8,30.1451
10385,30385,505,1,2024-10-03,06:21 PM,20.82,20.82,Medium,Meat,"Shrimp, Garlic, Mozzarella",Spinach & Feta,Phoenix,AZ,1686000,1949293.0,46.0,42.1921
10386,30386,506,3,2024-10-28,02:49 PM,26.86,80.58,Large,Meat,"Spinach, Feta",Spinach & Feta,Houston,TX,2328000,2620577.0,54.8,57.8297
10387,30387,507,3,2024-10-23,01:47 PM,16.05,48.15,Small,Seafood,"Ham, Pineapple",BBQ Chicken,Houston,TX,2328000,2706271.0,55.1,0.8695
10388,30388,508,1,2024-10-25,11:18 PM,23.32,23.32,Small,Gourmet,"Spinach, Feta",Margherita,Houston,TX,2328000,2435884.0,55.4,-81.7703
10389,30389,509,2,2024-10-11,12:39 PM,15.28,30.56,Large,Vegetarian,"Goat Cheese, Arugula",Veggie Deluxe,Houston,TX,2328000,2699576.0,62.9,-61.6384
10390,30390,500,2,2024-10-16,07:48 PM,24.06,48.12,Large,Meat,"Ham, Pineapple",Shrimp Pizza,Phoenix,AZ,1686000,1890339.0,69.0,-17.7822
10391,30391,501,2,2024-10-21,02:34 PM,25.37,50.74,Large,Seafood,"Tomato, Basil, Mozzarella",Veggie Deluxe,Philadelphia,PA,1584200,1661612.0,57.0,-50.7111
10392,30392,502,3,2024-10-19,03:44 PM,13.9,41.7,Medium,Vegetarian,"Ham, Pineapple",Margherita,Phoenix,AZ,1686000,1440235.0,49.9,63.0454
10393,30393,503,5,2024-10-10,10:11 AM,26.68,133.4,Small,Meat,"Tomato, Mozzarella, Basil",Pesto Veggie,San Antonio,TX,1547000,1390749.0,56.5,-0.2966
10394,30394,504,2,2024-10-06,12:18 PM,25.83,51.66,Small,Vegetarian,"Sausage, Pepperoni, Cheese",Meat Lovers,Houston,TX,2328000,1984297.0,66.5,20.2447
10395,30395,505,1,2024-11-01,08:43 PM,25.8,25.8,Small,Seafood,"Sausage, Pepperoni, Cheese",Pepperoni,New York,NY,8419600,7404547.0,69.4,35.4305
10396,30396,506,5,2024-10-31,04:42 AM,20.9,104.5,Medium,Vegetarian,"Tomato, Basil, Mozzarella",Veggie Deluxe,San Antonio,TX,1547000,1291112.0,59.1,9.0185
10397,30397,507,5,2024-10-19,09:49 PM,11.5,57.5,Small,Meat,"Peppers, Onions, Mushrooms",Caprese,Houston,TX,2328000,1948716.0,49.7,-8.9639
10398,30398,508,3,2024-10-06,05:23 PM,13.16,39.48,Small,Seafood,"Sausage, Pepperoni, Cheese",Caprese,San Antonio,TX,1547000,1719369.0,48.8,38.0279
10399,30399,509,2,2024-10-30,07:01 PM,19.66,39.32,Medium,Seafood,"Tomato, Mozzarella, Basil",BBQ Chicken,Los Angeles,CA,3980400,3299410.0,41.9,-69.4852
10400,30400,500,2,2024-10-21,01:18 PM,10.36,20.72,Large,Meat,"Pepperoni, Cheese",Spinach & Feta,Chicago,IL,2716000,2567091.0,47.2,-67.6543
10401,30401,501,5,2024-10-16,04:59 PM,17.22,86.1,Medium,Meat,"BBQ Chicken, Cheese",Caprese,San Diego,CA,1426000,1556384.0,57.2,-71.3614
10402,30402,502,1,2024-10-27,05:49 AM,28.66,28.66,Small,Gourmet,"Sausage, Pepperoni, Cheese",BBQ Chicken,Houston,TX,2328000,2606469.0,51.2,49.5051
10403,30403,503,2,2024-10-15,10:09 AM,10.66,21.32,Large,Vegetarian,"Shrimp, Garlic, Mozzarella",Shrimp Pizza,Houston,TX,2328000,2613656.0,67.1,-4.2786
10404,30404,504,2,2024-10-09,08:17 AM,20.24,40.48,Large,Meat,"Peppers, Onions, Mushrooms",Caprese,San Antonio,TX,1547000,1352745.0,64.7,36.5151
10405,30405,505,3,2024-10-16,02:23 PM,23.99,71.97,Medium,Gourmet,"Shrimp, Garlic, Mozzarella",Pepperoni,Philadelphia,PA,1584200,1304354.0,60.9,38.5553
10406,30406,506,3,2024-10-30,11:33 AM,22.86,68.58,Small,Meat,"BBQ Chicken, Cheese",BBQ Chicken,New York,NY,8419600,7690731.0,56.3,23.4012
10407,30407,507,5,2024-10-21,07:11 AM,27.92,139.6,Large,Seafood,"Peppers, Onions, Mushrooms",Pesto Veggie,Philadelphia,PA,1584200,1624512.0,66.5,66.8472
10408,30408,508,2,2024-10-19,04:30 PM,20.43,40.86,Large,Seafood,"Pepperoni, Cheese",Veggie Deluxe,Phoenix,AZ,1686000,1691399.0,55.5,-56.2965
10409,30409,509,2,2024-10-08,07:41 PM,10.3,20.6,Small,Meat,"Pepperoni, Cheese",Meat Lovers,San Diego,CA,1426000,1654497.0,47.6,55.4701
10410,30410,500,1,2024-10-31,09:08 PM,19.8,19.8,Large,Vegetarian,"Spinach, Feta",Caprese,Philadelphia,PA,1584200,1712841.0,40.9,78.4433
10411,30411,501,5,2024-10-04,12:03 AM,15.66,78.3,Small,Meat,"Pepperoni, Cheese",Spinach & Feta,New York,NY,8419600,8598173.0,48.4,9.1795
10412,30412,502,5,2024-10-14,06:24 AM,18.5,92.5,Small,Gourmet,"BBQ Chicken, Cheese",Margherita,San Diego,CA,1426000,1394907.0,64.8,84.2215
10413,30413,503,5,2024-10-12,09:11 PM,25.93,129.65,Medium,Gourmet,"Tomato, Mozzarella, Basil",Hawaiian,Chicago,IL,2716000,3025462.0,56.9,23.5578
10414,30414,504,4,2024-10-03,10:51 PM,21.15,84.6,Large,Seafood,"BBQ Chicken, Cheese",Margherita,Dallas,TX,1340000,1446199.0,54.5,9.2345
10415,30415,505,5,2024-10-22,02:35 AM,11.85,59.25,Medium,Meat,"BBQ Chicken, Cheese",Margherita,New York,NY,8419600,9823091.0,42.5,-67.3505
10416,30416,506,2,2024-10-22,07:24 PM,24.08,48.16,Medium,Vegetarian,"BBQ Chicken, Cheese",BBQ Chicken,San Diego,CA,1426000,1266081.0,46.1,26.6769
10417,30417,507,3,2024-10-10,08:53 PM,18.93,56.79,Medium,Seafood,"Tomato, Basil, Mozzarella",Spinach & Feta,Dallas,TX,1340000,1342088.0,50.3,65.1446
10418,30418,508,1,2024-10-06,11:42 AM,22.33,22.33,Large,Gourmet,"BBQ Chicken, Cheese",Margherita,Chicago,IL,2716000,2186615.0,58.3,3.761
10419,30419,509,5,2024-10-29,12:22 AM,29.28,146.4,Medium,Gourmet,"Pepperoni, Cheese",Spinach & Feta,Dallas,TX,1340000,1365490.0,49.7,13.8749
10420,30420,500,2,2024-11-02,01:41 AM,11.05,22.1,Small,Gourmet,"Sausage, Pepperoni, Cheese",Hawaiian,Philadelphia,PA,1584200,1768304.0,49.6,-77.8191
10421,30421,501,5,2024-10-12,06:47 PM,25.13,125.65,Medium,Meat,"Spinach, Feta",Pepperoni,Los Angeles,CA,3980400,4511920.0,64.5,-75.7485
10422,30422,502,2,2024-11-02,05:42 AM,15.78,31.56,Medium,Meat,"BBQ Chicken, Cheese",BBQ Chicken,San Antonio,TX,1547000,1822124.0,61.5,27.8299
10423,30423,503,3,2024-10-08,10:29 PM,10.67,32.01,Small,Gourmet,"Pepperoni, Cheese",Shrimp Pizza,Phoenix,AZ,1686000,1560915.0,43.9,-74.5372
10424,30424,504,3,2024-10-19,01:50 PM,24.26,72.78,Medium,Vegetarian,"Peppers, Onions, Mushrooms",Spinach & Feta,Houston,TX,2328000,2168585.0,50.5,-0.214
10425,30425,505,1,2024-10-23,05:12 PM,27.35,27.35,Small,Vegetarian,"Pepperoni, Cheese",Margherita,San Jose,CA,1035000,957026.0,41.9,72.7471
10426,30426,506,1,2024-10-15,05:53 PM,25.35,25.35,Large,Gourmet,"Sausage, Pepperoni, Cheese",BBQ Chicken,New York,NY,8419600,7249828.0,60.3,57.2508
10427,30427,507,1,2024-10-31,08:34 AM,14.92,14.92,Small,Gourmet,"Spinach, Feta",Shrimp Pizza,Phoenix,AZ,1686000,1449278.0,63.2,-70.0992
10428,30428,508,2,2024-10-30,12:52 AM,29.32,58.64,Small,Vegetarian,"Spinach, Feta",Shrimp Pizza,Los Angeles,CA,3980400,4207270.0,60.9,37.3209
10429,30429,509,2,2024-10-20,12:18 AM,20.78,41.56,Small,Gourmet,"Tomato, Basil, Mozzarella",Veggie Deluxe,Houston,TX,2328000,2262031.0,49.0,-39.0219
10430,30430,500,5,2024-10-10,11:55 PM,25.95,129.75,Small,Meat,"Peppers, Onions, Mushrooms",Margherita,New York,NY,8419600,9928484.0,56.6,70.1133
10431,30431,501,2,2024-10-26,01:52 PM,15.55,31.1,Large,Vegetarian,"Goat Cheese, Arugula",Meat Lovers,Dallas,TX,1340000,1157345.0,41.3,-80.722
10432,30432,502,5,2024-10-06,06:02 AM,20.66,103.3,Small,Seafood,"Ham, Pineapple",Margherita,San Jose,CA,1035000,902916.0,59.2,82.9921
10433,30433,503,5,2024-10-26,09:56 PM,23.27,116.35,Medium,Vegetarian,"Spinach, Feta",Veggie Deluxe,Houston,TX,2328000,2559502.0,60.6,83.0001
10434,30434,504,2,2024-10-10,03:20 PM,25.8,51.6,Small,Seafood,"Spinach, Feta",Veggie Deluxe,Phoenix,AZ,1686000,1758342.0,65.8,11.3401
10435,30435,505,2,2024-10-22,03:03 PM,26.73,53.46,Medium,Meat,"Tomato, Mozzarella, Basil",Hawaiian,San Antonio,TX,1547000,1839917.0,66.5,70.6287
10436,30436,506,2,2024-10-21,04:16 PM,21.71,43.42,Small,Vegetarian,"Spinach, Feta",Margherita,Dallas,TX,1340000,1181675.0,50.4,-23.4197
10437,30437,507,1,2024-10-15,05:25 AM,18.98,18.98,Small,Vegetarian,"Ham, Pineapple",Hawaiian,Los Angeles,CA,3980400,3790695.0,57.8,87.5462
10438,30438,508,3,2024-10-22,10:12 AM,10.17,30.51,Small,Seafood,"Sausage, Pepperoni, Cheese",BBQ Chicken,Phoenix,AZ,1686000,1933541.0,63.2,88.5318
10439,30439,509,1,2024-10-05,07:07 PM,23.65,23.65,Large,Meat,"Spinach, Feta",BBQ Chicken,Phoenix,AZ,1686000,1977752.0,66.8,3.53
10440,30440,500,4,2024-11-02,05:39 PM,29.03,116.12,Small,Vegetarian,"BBQ Chicken, Cheese",Shrimp Pizza,Chicago,IL,2716000,2404820.0,56.5,44.2745
10441,30441,501,4,2024-10-20,11:47 PM,26.7,106.8,Large,Meat,"Goat Cheese, Arugula",Caprese,Dallas,TX,1340000,1590723.0,45.5,-85.613
10442,30442,502,3,2024-11-02,10:26 PM,13.5,40.5,Medium,Meat,"Shrimp, Garlic, Mozzarella",Spinach & Feta,Philadelphia,PA,1584200,1638045.0,69.9,-89.1287
10443,30443,503,5,2024-10-27,01:42 AM,10.16,50.8,Large,Vegetarian,"Peppers, Onions, Mushrooms",BBQ Chicken,Houston,TX,2328000,2597338.0,61.8,-1.7982
10444,30444,504,5,2024-10-04,06:00 PM,15.41,77.05,Small,Seafood,"Goat Cheese, Arugula",Shrimp Pizza,San Diego,CA,1426000,1203129.0,53.5,78.5967
10445,30445,505,4,2024-10-28,03:01 PM,24.51,98.04,Small,Vegetarian,"Tomato, Basil, Mozzarella",BBQ Chicken,Philadelphia,PA,1584200,1786626.0,61.8,67.4075
10446,30446,506,1,2024-10-17,10:31 AM,29.91,29.91,Small,Seafood,"Ham, Pineapple",Hawaiian,Houston,TX,2328000,2485386.0,45.5,-49.5289
10447,30447,507,1,2024-10-25,11:51 PM,20.3,20.3,Medium,Gourmet,"Peppers, Onions, Mushrooms",Caprese,Dallas,TX,1340000,1521936.0,48.7,-40.3362
10448,30448,508,4,2024-10-13,05:03 PM,28.02,112.08,Small,Vegetarian,"Peppers, Onions, Mushrooms",Pepperoni,San Jose,CA,1035000,993981.0,41.2,-47.6945
10449,30449,509,2,2024-10-29,12:10 AM,19.2,38.4,Large,Seafood,"Shrimp, Garlic, Mozzarella",Meat Lovers,Houston,TX,2328000,2222665.0,63.5,60.1294
10450,30450,500,2,2024-10-07,10:48 AM,11.14,22.28,Medium,Vegetarian,"Ham, Pineapple",BBQ Chicken,Philadelphia,PA,1584200,1892711.0,50.1,-33.5613
10451,30451,501,4,2024-10-18,02:21 PM,23.68,94.72,Large,Seafood,"Sausage, Pepperoni, Cheese",Veggie Deluxe,New York,NY,8419600,7769490.0,52.3,-71.8801
10452,30452,502,1,2024-10-27,12:31 AM,17.73,17.73,Small,Vegetarian,"BBQ Chicken, Cheese",Veggie Deluxe,New York,NY,8419600,7332998.0,52.2,48.73
